scenario,month,business_unit,category,line,value
ly_actual,10,italy,home_care,opex_marketing,169649.62
ly_actual,10,italy,home_care,opex_sales,144131.54
ly_actual,10,italy,home_care,opex_gna,80785.53
ly_actual,10,italy,home_care,opex_rnd,24235.66
ly_actual,10,italy,home_care,d_and_a,58724.87
ly_actual,10,italy,personal_care,revenue,1328840.36
ly_actual,10,italy,personal_care,cogs_materials,395462.89
ly_actual,10,italy,personal_care,cogs_production,153082.41
ly_actual,10,italy,personal_care,cogs_logistics,89298.07
ly_actual,10,italy,personal_care,opex_marketing,156188.99
ly_actual,10,italy,personal_care,opex_sales,119595.63
ly_actual,10,italy,personal_care,opex_gna,69329.43
ly_actual,10,italy,personal_care,opex_rnd,20798.83
ly_actual,10,italy,personal_care,d_and_a,50397.17
ly_actual,10,iberia,beverages,revenue,2458052.26
ly_actual,10,iberia,beverages,cogs_materials,883915.59
ly_actual,10,iberia,beverages,cogs_production,342160.87
ly_actual,10,iberia,beverages,cogs_logistics,199593.84
ly_actual,10,iberia,beverages,opex_marketing,253016.9
ly_actual,10,iberia,beverages,opex_sales,221224.7
ly_actual,10,iberia,beverages,opex_gna,135217.0
ly_actual,10,iberia,beverages,opex_rnd,40565.1
ly_actual,10,iberia,beverages,d_and_a,98292.36
ly_actual,10,iberia,snacks,revenue,2011105.76
ly_actual,10,iberia,snacks,cogs_materials,685787.06
ly_actual,10,iberia,snacks,cogs_production,265465.96
ly_actual,10,iberia,snacks,cogs_logistics,154855.14
ly_actual,10,iberia,snacks,opex_marketing,212509.11
ly_actual,10,iberia,snacks,opex_sales,180999.52
ly_actual,10,iberia,snacks,opex_gna,95475.65
ly_actual,10,iberia,snacks,opex_rnd,28642.69
ly_actual,10,iberia,snacks,d_and_a,69403.45
ly_actual,10,iberia,dairy,revenue,1734403.26
ly_actual,10,iberia,dairy,cogs_materials,731224.41
ly_actual,10,iberia,dairy,cogs_production,283054.61
ly_actual,10,iberia,dairy,cogs_logistics,165115.19
ly_actual,10,iberia,dairy,opex_marketing,173087.6
ly_actual,10,iberia,dairy,opex_sales,156096.29
ly_actual,10,iberia,dairy,opex_gna,80103.53
ly_actual,10,iberia,dairy,opex_rnd,24031.06
ly_actual,10,iberia,dairy,d_and_a,58229.1
ly_actual,10,iberia,home_care,revenue,1309530.5
ly_actual,10,iberia,home_care,cogs_materials,487145.35
ly_actual,10,iberia,home_care,cogs_production,188572.39
ly_actual,10,iberia,home_care,cogs_logistics,110000.56
ly_actual,10,iberia,home_care,opex_marketing,134059.01
ly_actual,10,iberia,home_care,opex_sales,117857.75
ly_actual,10,iberia,home_care,opex_gna,63837.62
ly_actual,10,iberia,home_care,opex_rnd,19151.29
ly_actual,10,iberia,home_care,d_and_a,46405.04
ly_actual,10,iberia,personal_care,revenue,833772.76
ly_actual,10,iberia,personal_care,cogs_materials,248130.77
ly_actual,10,iberia,personal_care,cogs_production,96050.62
ly_actual,10,iberia,personal_care,cogs_logistics,56029.53
ly_actual,10,iberia,personal_care,opex_marketing,94145.91
ly_actual,10,iberia,personal_care,opex_sales,75039.55
ly_actual,10,iberia,personal_care,opex_gna,41789.65
ly_actual,10,iberia,personal_care,opex_rnd,12536.89
ly_actual,10,iberia,personal_care,d_and_a,30377.86
ly_actual,10,dach,beverages,revenue,2520716.26
ly_actual,10,dach,beverages,cogs_materials,906449.57
ly_actual,10,dach,beverages,cogs_production,350883.7
ly_actual,10,dach,beverages,cogs_logistics,204682.16
ly_actual,10,dach,beverages,opex_marketing,269487.61
ly_actual,10,dach,beverages,opex_sales,226864.46
ly_actual,10,dach,beverages,opex_gna,144019.26
ly_actual,10,dach,beverages,opex_rnd,43205.78
ly_actual,10,dach,beverages,d_and_a,104690.92
ly_actual,10,dach,snacks,revenue,2637239.95
ly_actual,10,dach,snacks,cogs_materials,899298.82
ly_actual,10,dach,snacks,cogs_production,348115.67
ly_actual,10,dach,snacks,cogs_logistics,203067.48
ly_actual,10,dach,snacks,opex_marketing,271735.66
ly_actual,10,dach,snacks,opex_sales,237351.6
ly_actual,10,dach,snacks,opex_gna,122084.83
ly_actual,10,dach,snacks,opex_rnd,36625.45
ly_actual,10,dach,snacks,d_and_a,88746.28
ly_actual,10,dach,dairy,revenue,1774077.57
ly_actual,10,dach,dairy,cogs_materials,747951.1
ly_actual,10,dach,dairy,cogs_production,289529.46
ly_actual,10,dach,dairy,cogs_logistics,168892.18
ly_actual,10,dach,dairy,opex_marketing,184619.9
ly_actual,10,dach,dairy,opex_sales,159666.98
ly_actual,10,dach,dairy,opex_gna,85440.58
ly_actual,10,dach,dairy,opex_rnd,25632.17
ly_actual,10,dach,dairy,d_and_a,62108.73
ly_actual,10,dach,home_care,revenue,2062743.37
ly_actual,10,dach,home_care,cogs_materials,767340.53
ly_actual,10,dach,home_care,cogs_production,297035.05
ly_actual,10,dach,home_care,cogs_logistics,173270.44
ly_actual,10,dach,home_care,opex_marketing,212848.29
ly_actual,10,dach,home_care,opex_sales,185646.9
ly_actual,10,dach,home_care,opex_gna,101356.33
ly_actual,10,dach,home_care,opex_rnd,30406.9
ly_actual,10,dach,home_care,d_and_a,73678.26
ly_actual,10,dach,personal_care,revenue,1505343.01
ly_actual,10,dach,personal_care,cogs_materials,447990.08
ly_actual,10,dach,personal_care,cogs_production,173415.52
ly_actual,10,dach,personal_care,cogs_logistics,101159.05
ly_actual,10,dach,personal_care,opex_marketing,157178.24
ly_actual,10,dach,personal_care,opex_sales,135480.87
ly_actual,10,dach,personal_care,opex_gna,69768.55
ly_actual,10,dach,personal_care,opex_rnd,20930.56
ly_actual,10,dach,personal_care,d_and_a,50716.37
ly_actual,10,nordics,beverages,revenue,1356077.74
ly_actual,10,nordics,beverages,cogs_materials,487645.55
ly_actual,10,nordics,beverages,cogs_production,188766.02
ly_actual,10,nordics,beverages,cogs_logistics,110113.51
ly_actual,10,nordics,beverages,opex_marketing,136619.07
ly_actual,10,nordics,beverages,opex_sales,122047.0
ly_actual,10,nordics,beverages,opex_gna,73011.81
ly_actual,10,nordics,beverages,opex_rnd,21903.54
ly_actual,10,nordics,beverages,d_and_a,53073.97
ly_actual,10,nordics,snacks,revenue,1904377.22
ly_actual,10,nordics,snacks,cogs_materials,649392.63
ly_actual,10,nordics,snacks,cogs_production,251377.79
ly_actual,10,nordics,snacks,cogs_logistics,146637.05
ly_actual,10,nordics,snacks,opex_marketing,204915.13
ly_actual,10,nordics,snacks,opex_sales,171393.95
ly_actual,10,nordics,snacks,opex_gna,92063.84
ly_actual,10,nordics,snacks,opex_rnd,27619.15
ly_actual,10,nordics,snacks,d_and_a,66923.33
ly_actual,10,nordics,dairy,revenue,1388160.34
ly_actual,10,nordics,dairy,cogs_materials,585248.4
ly_actual,10,nordics,dairy,cogs_production,226547.77
ly_actual,10,nordics,dairy,cogs_logistics,132152.86
ly_actual,10,nordics,dairy,opex_marketing,152790.36
ly_actual,10,nordics,dairy,opex_sales,124934.43
ly_actual,10,nordics,dairy,opex_gna,70710.13
ly_actual,10,nordics,dairy,opex_rnd,21213.04
ly_actual,10,nordics,dairy,d_and_a,51400.83
ly_actual,10,nordics,home_care,revenue,1113207.58
ly_actual,10,nordics,home_care,cogs_materials,414113.22
ly_actual,10,nordics,home_care,cogs_production,160301.89
ly_actual,10,nordics,home_care,cogs_logistics,93509.44
ly_actual,10,nordics,home_care,opex_marketing,110520.66
ly_actual,10,nordics,home_care,opex_sales,100188.68
ly_actual,10,nordics,home_care,opex_gna,52628.89
ly_actual,10,nordics,home_care,opex_rnd,15788.67
ly_actual,10,nordics,home_care,d_and_a,38257.15
ly_actual,10,nordics,personal_care,revenue,834339.33
ly_actual,10,nordics,personal_care,cogs_materials,248299.38
ly_actual,10,nordics,personal_care,cogs_production,96115.89
ly_actual,10,nordics,personal_care,cogs_logistics,56067.6
ly_actual,10,nordics,personal_care,opex_marketing,89210.76
ly_actual,10,nordics,personal_care,opex_sales,75090.54
ly_actual,10,nordics,personal_care,opex_gna,39599.02
ly_actual,10,nordics,personal_care,opex_rnd,11879.71
ly_actual,10,nordics,personal_care,d_and_a,28785.44
ly_actual,11,italy,beverages,revenue,3116884.3
ly_actual,11,italy,beverages,cogs_materials,1120831.59
ly_actual,11,italy,beverages,cogs_production,433870.29
ly_actual,11,italy,beverages,cogs_logistics,253091.01
ly_actual,11,italy,beverages,opex_marketing,371084.86
ly_actual,11,italy,beverages,opex_sales,280519.59
ly_actual,11,italy,beverages,opex_gna,189506.97
ly_actual,11,italy,beverages,opex_rnd,56852.09
ly_actual,11,italy,beverages,d_and_a,137756.99
ly_actual,11,italy,snacks,revenue,2969668.61
ly_actual,11,italy,snacks,cogs_materials,1012657.0
ly_actual,11,italy,snacks,cogs_production,391996.26
ly_actual,11,italy,snacks,cogs_logistics,228664.48
ly_actual,11,italy,snacks,opex_marketing,322730.6
ly_actual,11,italy,snacks,opex_sales,267270.17
ly_actual,11,italy,snacks,opex_gna,138822.05
ly_actual,11,italy,snacks,opex_rnd,41646.62
ly_actual,11,italy,snacks,d_and_a,100912.95
ly_actual,11,italy,dairy,revenue,2773251.56
ly_actual,11,italy,dairy,cogs_materials,1169202.86
ly_actual,11,italy,dairy,cogs_production,452594.65
ly_actual,11,italy,dairy,cogs_logistics,264013.55
ly_actual,11,italy,dairy,opex_marketing,292796.38
ly_actual,11,italy,dairy,opex_sales,249592.64
ly_actual,11,italy,dairy,opex_gna,132420.25
ly_actual,11,italy,dairy,opex_rnd,39726.08
ly_actual,11,italy,dairy,d_and_a,96259.34
ly_actual,11,italy,home_care,revenue,1674782.53
ly_actual,11,italy,home_care,cogs_materials,623019.1
ly_actual,11,italy,home_care,cogs_production,241168.68
ly_actual,11,italy,home_care,cogs_logistics,140681.73
ly_actual,11,italy,home_care,opex_marketing,167613.82
ly_actual,11,italy,home_care,opex_sales,150730.43
ly_actual,11,italy,home_care,opex_gna,80785.53
ly_actual,11,italy,home_care,opex_rnd,24235.66
ly_actual,11,italy,home_care,d_and_a,58724.87
ly_actual,11,italy,personal_care,revenue,1490035.27
ly_actual,11,italy,personal_care,cogs_materials,443434.5
ly_actual,11,italy,personal_care,cogs_production,171652.06
ly_actual,11,italy,personal_care,cogs_logistics,100130.37
ly_actual,11,italy,personal_care,opex_marketing,168218.21
ly_actual,11,italy,personal_care,opex_sales,134103.17
ly_actual,11,italy,personal_care,opex_gna,69329.43
ly_actual,11,italy,personal_care,opex_rnd,20798.83
ly_actual,11,italy,personal_care,d_and_a,50397.17
ly_actual,11,iberia,beverages,revenue,2143627.27
ly_actual,11,iberia,beverages,cogs_materials,770848.37
ly_actual,11,iberia,beverages,cogs_production,298392.92
ly_actual,11,iberia,beverages,cogs_logistics,174062.53
ly_actual,11,iberia,beverages,opex_marketing,264776.44
ly_actual,11,iberia,beverages,opex_sales,192926.45
ly_actual,11,iberia,beverages,opex_gna,135217.0
ly_actual,11,iberia,beverages,opex_rnd,40565.1
ly_actual,11,iberia,beverages,d_and_a,98292.36
ly_actual,11,iberia,snacks,revenue,2063834.55
ly_actual,11,iberia,snacks,cogs_materials,703767.58
ly_actual,11,iberia,snacks,cogs_production,272426.16
ly_actual,11,iberia,snacks,cogs_logistics,158915.26
ly_actual,11,iberia,snacks,opex_marketing,221959.79
ly_actual,11,iberia,snacks,opex_sales,185745.11
ly_actual,11,iberia,snacks,opex_gna,95475.65
ly_actual,11,iberia,snacks,opex_rnd,28642.69
ly_actual,11,iberia,snacks,d_and_a,69403.45
ly_actual,11,iberia,dairy,revenue,1661404.69
ly_actual,11,iberia,dairy,cogs_materials,700448.22
ly_actual,11,iberia,dairy,cogs_production,271141.25
ly_actual,11,iberia,dairy,cogs_logistics,158165.73
ly_actual,11,iberia,dairy,opex_marketing,177118.1
ly_actual,11,iberia,dairy,opex_sales,149526.42
ly_actual,11,iberia,dairy,opex_gna,80103.53
ly_actual,11,iberia,dairy,opex_rnd,24031.06
ly_actual,11,iberia,dairy,d_and_a,58229.1
ly_actual,11,iberia,home_care,revenue,1262535.61
ly_actual,11,iberia,home_care,cogs_materials,469663.25
ly_actual,11,iberia,home_care,cogs_production,181805.13
ly_actual,11,iberia,home_care,cogs_logistics,106052.99
ly_actual,11,iberia,home_care,opex_marketing,132450.3
ly_actual,11,iberia,home_care,opex_sales,113628.2
ly_actual,11,iberia,home_care,opex_gna,63837.62
ly_actual,11,iberia,home_care,opex_rnd,19151.29
ly_actual,11,iberia,home_care,d_and_a,46405.04
ly_actual,11,iberia,personal_care,revenue,932587.0
ly_actual,11,iberia,personal_care,cogs_materials,277537.89
ly_actual,11,iberia,personal_care,cogs_production,107434.02
ly_actual,11,iberia,personal_care,cogs_logistics,62669.85
ly_actual,11,iberia,personal_care,opex_marketing,101396.75
ly_actual,11,iberia,personal_care,opex_sales,83932.83
ly_actual,11,iberia,personal_care,opex_gna,41789.65
ly_actual,11,iberia,personal_care,opex_rnd,12536.89
ly_actual,11,iberia,personal_care,d_and_a,30377.86
ly_actual,11,dach,beverages,revenue,2446969.21
ly_actual,11,dach,beverages,cogs_materials,879930.13
ly_actual,11,dach,beverages,cogs_production,340618.11
ly_actual,11,dach,beverages,cogs_logistics,198693.9
ly_actual,11,dach,beverages,opex_marketing,282012.67
ly_actual,11,dach,beverages,opex_sales,220227.23
ly_actual,11,dach,beverages,opex_gna,144019.26
ly_actual,11,dach,beverages,opex_rnd,43205.78
ly_actual,11,dach,beverages,d_and_a,104690.92
ly_actual,11,dach,snacks,revenue,2684269.37
ly_actual,11,dach,snacks,cogs_materials,915335.86
ly_actual,11,dach,snacks,cogs_production,354323.56
ly_actual,11,dach,snacks,cogs_logistics,206688.74
ly_actual,11,dach,snacks,opex_marketing,283820.26
ly_actual,11,dach,snacks,opex_sales,241584.24
ly_actual,11,dach,snacks,opex_gna,122084.83
ly_actual,11,dach,snacks,opex_rnd,36625.45
ly_actual,11,dach,snacks,d_and_a,88746.28
ly_actual,11,dach,dairy,revenue,1664719.45
ly_actual,11,dach,dairy,cogs_materials,701845.72
ly_actual,11,dach,dairy,cogs_production,271682.21
ly_actual,11,dach,dairy,cogs_logistics,158481.29
ly_actual,11,dach,dairy,opex_marketing,188918.94
ly_actual,11,dach,dairy,opex_sales,149824.75
ly_actual,11,dach,dairy,opex_gna,85440.58
ly_actual,11,dach,dairy,opex_rnd,25632.17
ly_actual,11,dach,dairy,d_and_a,62108.73
ly_actual,11,dach,home_care,revenue,2082196.88
ly_actual,11,dach,home_care,cogs_materials,774577.24
ly_actual,11,dach,home_care,cogs_production,299836.35
ly_actual,11,dach,home_care,cogs_logistics,174904.54
ly_actual,11,dach,home_care,opex_marketing,210294.11
ly_actual,11,dach,home_care,opex_sales,187397.72
ly_actual,11,dach,home_care,opex_gna,101356.33
ly_actual,11,dach,home_care,opex_rnd,30406.9
ly_actual,11,dach,home_care,d_and_a,73678.26
ly_actual,11,dach,personal_care,revenue,1507447.09
ly_actual,11,dach,personal_care,cogs_materials,448616.25
ly_actual,11,dach,personal_care,cogs_production,173657.9
ly_actual,11,dach,personal_care,cogs_logistics,101300.44
ly_actual,11,dach,personal_care,opex_marketing,169283.66
ly_actual,11,dach,personal_care,opex_sales,135670.24
ly_actual,11,dach,personal_care,opex_gna,69768.55
ly_actual,11,dach,personal_care,opex_rnd,20930.56
ly_actual,11,dach,personal_care,d_and_a,50716.37
ly_actual,11,nordics,beverages,revenue,1233686.73
ly_actual,11,nordics,beverages,cogs_materials,443633.75
ly_actual,11,nordics,beverages,cogs_production,171729.19
ly_actual,11,nordics,beverages,cogs_logistics,100175.36
ly_actual,11,nordics,beverages,opex_marketing,142968.76
ly_actual,11,nordics,beverages,opex_sales,111031.81
ly_actual,11,nordics,beverages,opex_gna,73011.81
ly_actual,11,nordics,beverages,opex_rnd,21903.54
ly_actual,11,nordics,beverages,d_and_a,53073.97
ly_actual,11,nordics,snacks,revenue,1992952.06
ly_actual,11,nordics,snacks,cogs_materials,679596.65
ly_actual,11,nordics,snacks,cogs_production,263069.67
ly_actual,11,nordics,snacks,cogs_logistics,153457.31
ly_actual,11,nordics,snacks,opex_marketing,214028.09
ly_actual,11,nordics,snacks,opex_sales,179365.69
ly_actual,11,nordics,snacks,opex_gna,92063.84
ly_actual,11,nordics,snacks,opex_rnd,27619.15
ly_actual,11,nordics,snacks,d_and_a,66923.33
ly_actual,11,nordics,dairy,revenue,1512490.58
ly_actual,11,nordics,dairy,cogs_materials,637666.03
ly_actual,11,nordics,dairy,cogs_production,246838.46
ly_actual,11,nordics,dairy,cogs_logistics,143989.1
ly_actual,11,nordics,dairy,opex_marketing,156348.22
ly_actual,11,nordics,dairy,opex_sales,136124.15
ly_actual,11,nordics,dairy,opex_gna,70710.13
ly_actual,11,nordics,dairy,opex_rnd,21213.04
ly_actual,11,nordics,dairy,d_and_a,51400.83
ly_actual,11,nordics,home_care,revenue,1038716.04
ly_actual,11,nordics,home_care,cogs_materials,386402.37
ly_actual,11,nordics,home_care,cogs_production,149575.11
ly_actual,11,nordics,home_care,cogs_logistics,87252.15
ly_actual,11,nordics,home_care,opex_marketing,109194.42
ly_actual,11,nordics,home_care,opex_sales,93484.44
ly_actual,11,nordics,home_care,opex_gna,52628.89
ly_actual,11,nordics,home_care,opex_rnd,15788.67
ly_actual,11,nordics,home_care,d_and_a,38257.15
ly_actual,11,nordics,personal_care,revenue,913539.99
ly_actual,11,nordics,personal_care,cogs_materials,271869.5
ly_actual,11,nordics,personal_care,cogs_production,105239.81
ly_actual,11,nordics,personal_care,cogs_logistics,61389.89
ly_actual,11,nordics,personal_care,opex_marketing,96081.51
ly_actual,11,nordics,personal_care,opex_sales,82218.6
ly_actual,11,nordics,personal_care,opex_gna,39599.02
ly_actual,11,nordics,personal_care,opex_rnd,11879.71
ly_actual,11,nordics,personal_care,d_and_a,28785.44
ly_actual,12,italy,beverages,revenue,3303597.0
ly_actual,12,italy,beverages,cogs_materials,1187973.48
ly_actual,12,italy,beverages,cogs_production,459860.7
ly_actual,12,italy,beverages,cogs_logistics,268252.08
ly_actual,12,italy,beverages,opex_marketing,352249.39
ly_actual,12,italy,beverages,opex_sales,297323.73
ly_actual,12,italy,beverages,opex_gna,189506.97
ly_actual,12,italy,beverages,opex_rnd,56852.09
ly_actual,12,italy,beverages,d_and_a,137756.99
ly_actual,12,italy,snacks,revenue,3294046.01
ly_actual,12,italy,snacks,cogs_materials,1123269.69
ly_actual,12,italy,snacks,cogs_production,434814.07
ly_actual,12,italy,snacks,cogs_logistics,253641.54
ly_actual,12,italy,snacks,opex_marketing,278071.25
ly_actual,12,italy,snacks,opex_sales,296464.14
ly_actual,12,italy,snacks,opex_gna,138822.05
ly_actual,12,italy,snacks,opex_rnd,41646.62
ly_actual,12,italy,snacks,d_and_a,100912.95
ly_actual,12,italy,dairy,revenue,3049106.65
ly_actual,12,italy,dairy,cogs_materials,1285503.36
ly_actual,12,italy,dairy,cogs_production,497614.2
ly_actual,12,italy,dairy,cogs_logistics,290274.95
ly_actual,12,italy,dairy,opex_marketing,284467.78
ly_actual,12,italy,dairy,opex_sales,274419.6
ly_actual,12,italy,dairy,opex_gna,132420.25
ly_actual,12,italy,dairy,opex_rnd,39726.08
ly_actual,12,italy,dairy,d_and_a,96259.34
ly_actual,12,italy,home_care,revenue,1608650.02
ly_actual,12,italy,home_care,cogs_materials,598417.81
ly_actual,12,italy,home_care,cogs_production,231645.6
ly_actual,12,italy,home_care,cogs_logistics,135126.6
ly_actual,12,italy,home_care,opex_marketing,167613.82
ly_actual,12,italy,home_care,opex_sales,144778.5
ly_actual,12,italy,home_care,opex_gna,80785.53
ly_actual,12,italy,home_care,opex_rnd,24235.66
ly_actual,12,italy,home_care,d_and_a,58724.87
ly_actual,12,italy,personal_care,revenue,1725233.49
ly_actual,12,italy,personal_care,cogs_materials,513429.49
ly_actual,12,italy,personal_care,cogs_production,198746.9
ly_actual,12,italy,personal_care,cogs_logistics,115935.69
ly_actual,12,italy,personal_care,opex_marketing,137285.92
ly_actual,12,italy,personal_care,opex_sales,155271.01
ly_actual,12,italy,personal_care,opex_gna,69329.43
ly_actual,12,italy,personal_care,opex_rnd,20798.83
ly_actual,12,italy,personal_care,d_and_a,50397.17
ly_actual,12,iberia,beverages,revenue,2542137.19
ly_actual,12,iberia,beverages,cogs_materials,914152.53
ly_actual,12,iberia,beverages,cogs_production,353865.5
ly_actual,12,iberia,beverages,cogs_logistics,206421.54
ly_actual,12,iberia,beverages,opex_marketing,251336.96
ly_actual,12,iberia,beverages,opex_sales,228792.35
ly_actual,12,iberia,beverages,opex_gna,135217.0
ly_actual,12,iberia,beverages,opex_rnd,40565.1
ly_actual,12,iberia,beverages,d_and_a,98292.36
ly_actual,12,iberia,snacks,revenue,2228218.52
ly_actual,12,iberia,snacks,cogs_materials,759822.51
ly_actual,12,iberia,snacks,cogs_production,294124.84
ly_actual,12,iberia,snacks,cogs_logistics,171572.83
ly_actual,12,iberia,snacks,opex_marketing,191245.07
ly_actual,12,iberia,snacks,opex_sales,200539.67
ly_actual,12,iberia,snacks,opex_gna,95475.65
ly_actual,12,iberia,snacks,opex_rnd,28642.69
ly_actual,12,iberia,snacks,d_and_a,69403.45
ly_actual,12,iberia,dairy,revenue,1717020.95
ly_actual,12,iberia,dairy,cogs_materials,723896.03
ly_actual,12,iberia,dairy,cogs_production,280217.82
ly_actual,12,iberia,dairy,cogs_logistics,163460.39
ly_actual,12,iberia,dairy,opex_marketing,172079.98
ly_actual,12,iberia,dairy,opex_sales,154531.89
ly_actual,12,iberia,dairy,opex_gna,80103.53
ly_actual,12,iberia,dairy,opex_rnd,24031.06
ly_actual,12,iberia,dairy,d_and_a,58229.1
ly_actual,12,iberia,home_care,revenue,1158163.2
ly_actual,12,iberia,home_care,cogs_materials,430836.71
ly_actual,12,iberia,home_care,cogs_production,166775.5
ly_actual,12,iberia,home_care,cogs_logistics,97285.71
ly_actual,12,iberia,home_care,opex_marketing,132450.3
ly_actual,12,iberia,home_care,opex_sales,104234.69
ly_actual,12,iberia,home_care,opex_gna,63837.62
ly_actual,12,iberia,home_care,opex_rnd,19151.29
ly_actual,12,iberia,home_care,d_and_a,46405.04
ly_actual,12,iberia,personal_care,revenue,1046370.11
ly_actual,12,iberia,personal_care,cogs_materials,311399.75
ly_actual,12,iberia,personal_care,cogs_production,120541.84
ly_actual,12,iberia,personal_care,cogs_logistics,70316.07
ly_actual,12,iberia,personal_care,opex_marketing,82751.72
ly_actual,12,iberia,personal_care,opex_sales,94173.31
ly_actual,12,iberia,personal_care,opex_gna,41789.65
ly_actual,12,iberia,personal_care,opex_rnd,12536.89
ly_actual,12,iberia,personal_care,d_and_a,30377.86
ly_actual,12,dach,beverages,revenue,2603921.21
ly_actual,12,dach,beverages,cogs_materials,936370.07
ly_actual,12,dach,beverages,cogs_production,362465.83
ly_actual,12,dach,beverages,cogs_logistics,211438.4
ly_actual,12,dach,beverages,opex_marketing,267698.32
ly_actual,12,dach,beverages,opex_sales,234352.91
ly_actual,12,dach,beverages,opex_gna,144019.26
ly_actual,12,dach,beverages,opex_rnd,43205.78
ly_actual,12,dach,beverages,d_and_a,104690.92
ly_actual,12,dach,snacks,revenue,2921468.53
ly_actual,12,dach,snacks,cogs_materials,996220.77
ly_actual,12,dach,snacks,cogs_production,385633.85
ly_actual,12,dach,snacks,cogs_logistics,224953.08
ly_actual,12,dach,snacks,opex_marketing,244545.31
ly_actual,12,dach,snacks,opex_sales,262932.17
ly_actual,12,dach,snacks,opex_gna,122084.83
ly_actual,12,dach,snacks,opex_rnd,36625.45
ly_actual,12,dach,snacks,d_and_a,88746.28
ly_actual,12,dach,dairy,revenue,1963233.86
ly_actual,12,dach,dairy,cogs_materials,827699.4
ly_actual,12,dach,dairy,cogs_production,320399.77
ly_actual,12,dach,dairy,cogs_logistics,186899.86
ly_actual,12,dach,dairy,opex_marketing,183545.14
ly_actual,12,dach,dairy,opex_sales,176691.05
ly_actual,12,dach,dairy,opex_gna,85440.58
ly_actual,12,dach,dairy,opex_rnd,25632.17
ly_actual,12,dach,dairy,d_and_a,62108.73
ly_actual,12,dach,home_care,revenue,1930090.3
ly_actual,12,dach,home_care,cogs_materials,717993.59
ly_actual,12,dach,home_care,cogs_production,277933.0
ly_actual,12,dach,home_care,cogs_logistics,162127.59
ly_actual,12,dach,home_care,opex_marketing,210294.11
ly_actual,12,dach,home_care,opex_sales,173708.13
ly_actual,12,dach,home_care,opex_gna,101356.33
ly_actual,12,dach,home_care,opex_rnd,30406.9
ly_actual,12,dach,home_care,d_and_a,73678.26
ly_actual,12,dach,personal_care,revenue,1688382.86
ly_actual,12,dach,personal_care,cogs_materials,502462.74
ly_actual,12,dach,personal_care,cogs_production,194501.71
ly_actual,12,dach,personal_care,cogs_logistics,113459.33
ly_actual,12,dach,personal_care,opex_marketing,138155.45
ly_actual,12,dach,personal_care,opex_sales,151954.46
ly_actual,12,dach,personal_care,opex_gna,69768.55
ly_actual,12,dach,personal_care,opex_rnd,20930.56
ly_actual,12,dach,personal_care,d_and_a,50716.37
ly_actual,12,nordics,beverages,revenue,1290844.78
ly_actual,12,nordics,beverages,cogs_materials,464187.78
ly_actual,12,nordics,beverages,cogs_production,179685.59
ly_actual,12,nordics,beverages,cogs_logistics,104816.6
ly_actual,12,nordics,beverages,opex_marketing,135711.98
ly_actual,12,nordics,beverages,opex_sales,116176.03
ly_actual,12,nordics,beverages,opex_gna,73011.81
ly_actual,12,nordics,beverages,opex_rnd,21903.54
ly_actual,12,nordics,beverages,d_and_a,53073.97
ly_actual,12,nordics,snacks,revenue,2124566.04
ly_actual,12,nordics,snacks,cogs_materials,724477.02
ly_actual,12,nordics,snacks,cogs_production,280442.72
ly_actual,12,nordics,snacks,cogs_logistics,163591.59
ly_actual,12,nordics,snacks,opex_marketing,184410.96
ly_actual,12,nordics,snacks,opex_sales,191210.94
ly_actual,12,nordics,snacks,opex_gna,92063.84
ly_actual,12,nordics,snacks,opex_rnd,27619.15
ly_actual,12,nordics,snacks,d_and_a,66923.33
ly_actual,12,nordics,dairy,revenue,1530417.1
ly_actual,12,nordics,dairy,cogs_materials,645223.85
ly_actual,12,nordics,dairy,cogs_production,249764.07
ly_actual,12,nordics,dairy,cogs_logistics,145695.71
ly_actual,12,nordics,dairy,opex_marketing,151900.9
ly_actual,12,nordics,dairy,opex_sales,137737.54
ly_actual,12,nordics,dairy,opex_gna,70710.13
ly_actual,12,nordics,dairy,opex_rnd,21213.04
ly_actual,12,nordics,dairy,d_and_a,51400.83
ly_actual,12,nordics,home_care,revenue,1010454.66
ly_actual,12,nordics,home_care,cogs_materials,375889.13
ly_actual,12,nordics,home_care,cogs_production,145505.47
ly_actual,12,nordics,home_care,cogs_logistics,84878.19
ly_actual,12,nordics,home_care,opex_marketing,109194.42
ly_actual,12,nordics,home_care,opex_sales,90940.92
ly_actual,12,nordics,home_care,opex_gna,52628.89
ly_actual,12,nordics,home_care,opex_rnd,15788.67
ly_actual,12,nordics,home_care,d_and_a,38257.15
ly_actual,12,nordics,personal_care,revenue,1030935.36
ly_actual,12,nordics,personal_care,cogs_materials,306806.36
ly_actual,12,nordics,personal_care,cogs_production,118763.75
ly_actual,12,nordics,personal_care,cogs_logistics,69278.86
ly_actual,12,nordics,personal_care,opex_marketing,78413.86
ly_actual,12,nordics,personal_care,opex_sales,92784.18
ly_actual,12,nordics,personal_care,opex_gna,39599.02
ly_actual,12,nordics,personal_care,opex_rnd,11879.71
ly_actual,12,nordics,personal_care,d_and_a,28785.44
budget,1,italy,beverages,revenue,3172217.75
budget,1,italy,beverages,cogs_materials,1140729.5
budget,1,italy,beverages,cogs_production,441572.71
budget,1,italy,beverages,cogs_logistics,257584.08
budget,1,italy,beverages,opex_marketing,359756.57
budget,1,italy,beverages,opex_sales,285499.6
